9a277ab0e72978f6965f3baad6cac4827a5433c18a1189e700f037453532d85a19a473319b9c856bdbdd7d7a30538992808afb96d525ac648dafc3c7019e2cca,App,4/22/2016,12:16:02,Eastern Daylight Time,N/A,N/A,"[3f2439eecffaf44ebdb23442b55fb375e791afc4c3297141b95626687d7a47d8f73b87e206c9147c31680dcbb6e3e8124e578c88ce31d88c46565c297a7d4cf2, f76c0c9d296d283dbc1dc14403c4a98692baa188345736d0beca62552ba4227cfeff100b201f6342181ad1ff6dacc18edf43555934cafb699ad68b11db15c31a, a873ae24f1bb0d6203914e2e2b91443efd69f1514664872d1e6a12150fc39c2d06840ab5cfe852dc6d9fec593bd1c396cc8864a8dcb21bd644f2f7fc89e3b65d]",N/A,"N/A"
9a277ab0e72978f6965f3baad6cac4827a5433c18a1189e700f037453532d85a19a473319b9c856bdbdd7d7a30538992808afb96d525ac648dafc3c7019e2cca,App,4/22/2016,12:21:20,Eastern Daylight Time,N/A,N/A,"[3f2439eecffaf44ebdb23442b55fb375e791afc4c3297141b95626687d7a47d8f73b87e206c9147c31680dcbb6e3e8124e578c88ce31d88c46565c297a7d4cf2, f76c0c9d296d283dbc1dc14403c4a98692baa188345736d0beca62552ba4227cfeff100b201f6342181ad1ff6dacc18edf43555934cafb699ad68b11db15c31a, a873ae24f1bb0d6203914e2e2b91443efd69f1514664872d1e6a12150fc39c2d06840ab5cfe852dc6d9fec593bd1c396cc8864a8dcb21bd644f2f7fc89e3b65d]",N/A,"N/A"
9a277ab0e72978f6965f3baad6cac4827a5433c18a1189e700f037453532d85a19a473319b9c856bdbdd7d7a30538992808afb96d525ac648dafc3c7019e2cca,App,4/22/2016,14:26:02,Eastern Daylight Time,N/A,N/A,"[3f2439eecffaf44ebdb23442b55fb375e791afc4c3297141b95626687d7a47d8f73b87e206c9147c31680dcbb6e3e8124e578c88ce31d88c46565c297a7d4cf2, f76c0c9d296d283dbc1dc14403c4a98692baa188345736d0beca62552ba4227cfeff100b201f6342181ad1ff6dacc18edf43555934cafb699ad68b11db15c31a, a873ae24f1bb0d6203914e2e2b91443efd69f1514664872d1e6a12150fc39c2d06840ab5cfe852dc6d9fec593bd1c396cc8864a8dcb21bd644f2f7fc89e3b65d]",N/A,"N/A"
9a277ab0e72978f6965f3baad6cac4827a5433c18a1189e700f037453532d85a19a473319b9c856bdbdd7d7a30538992808afb96d525ac648dafc3c7019e2cca,App,4/22/2016,14:28:24,Eastern Daylight Time,N/A,N/A,"[3f2439eecffaf44ebdb23442b55fb375e791afc4c3297141b95626687d7a47d8f73b87e206c9147c31680dcbb6e3e8124e578c88ce31d88c46565c297a7d4cf2, f76c0c9d296d283dbc1dc14403c4a98692baa188345736d0beca62552ba4227cfeff100b201f6342181ad1ff6dacc18edf43555934cafb699ad68b11db15c31a, a873ae24f1bb0d6203914e2e2b91443efd69f1514664872d1e6a12150fc39c2d06840ab5cfe852dc6d9fec593bd1c396cc8864a8dcb21bd644f2f7fc89e3b65d]",N/A,"N/A"
9a277ab0e72978f6965f3baad6cac4827a5433c18a1189e700f037453532d85a19a473319b9c856bdbdd7d7a30538992808afb96d525ac648dafc3c7019e2cca,App,4/22/2016,14:44:57,Eastern Daylight Time,N/A,N/A,"[3f2439eecffaf44ebdb23442b55fb375e791afc4c3297141b95626687d7a47d8f73b87e206c9147c31680dcbb6e3e8124e578c88ce31d88c46565c297a7d4cf2, f76c0c9d296d283dbc1dc14403c4a98692baa188345736d0beca62552ba4227cfeff100b201f6342181ad1ff6dacc18edf43555934cafb699ad68b11db15c31a, a873ae24f1bb0d6203914e2e2b91443efd69f1514664872d1e6a12150fc39c2d06840ab5cfe852dc6d9fec593bd1c396cc8864a8dcb21bd644f2f7fc89e3b65d]",N/A,"N/A"
9a277ab0e72978f6965f3baad6cac4827a5433c18a1189e700f037453532d85a19a473319b9c856bdbdd7d7a30538992808afb96d525ac648dafc3c7019e2cca,App,4/22/2016,14:45:48,Eastern Daylight Time,N/A,N/A,"[3f2439eecffaf44ebdb23442b55fb375e791afc4c3297141b95626687d7a47d8f73b87e206c9147c31680dcbb6e3e8124e578c88ce31d88c46565c297a7d4cf2, f76c0c9d296d283dbc1dc14403c4a98692baa188345736d0beca62552ba4227cfeff100b201f6342181ad1ff6dacc18edf43555934cafb699ad68b11db15c31a, a873ae24f1bb0d6203914e2e2b91443efd69f1514664872d1e6a12150fc39c2d06840ab5cfe852dc6d9fec593bd1c396cc8864a8dcb21bd644f2f7fc89e3b65d]",N/A,"N/A"
9a277ab0e72978f6965f3baad6cac4827a5433c18a1189e700f037453532d85a19a473319b9c856bdbdd7d7a30538992808afb96d525ac648dafc3c7019e2cca,App,4/22/2016,14:46:48,Eastern Daylight Time,N/A,N/A,"[3f2439eecffaf44ebdb23442b55fb375e791afc4c3297141b95626687d7a47d8f73b87e206c9147c31680dcbb6e3e8124e578c88ce31d88c46565c297a7d4cf2, f76c0c9d296d283dbc1dc14403c4a98692baa188345736d0beca62552ba4227cfeff100b201f6342181ad1ff6dacc18edf43555934cafb699ad68b11db15c31a, a873ae24f1bb0d6203914e2e2b91443efd69f1514664872d1e6a12150fc39c2d06840ab5cfe852dc6d9fec593bd1c396cc8864a8dcb21bd644f2f7fc89e3b65d]",N/A,"N/A"
9a277ab0e72978f6965f3baad6cac4827a5433c18a1189e700f037453532d85a19a473319b9c856bdbdd7d7a30538992808afb96d525ac648dafc3c7019e2cca,App,4/22/2016,14:47:51,Eastern Daylight Time,N/A,N/A,"[3f2439eecffaf44ebdb23442b55fb375e791afc4c3297141b95626687d7a47d8f73b87e206c9147c31680dcbb6e3e8124e578c88ce31d88c46565c297a7d4cf2, f76c0c9d296d283dbc1dc14403c4a98692baa188345736d0beca62552ba4227cfeff100b201f6342181ad1ff6dacc18edf43555934cafb699ad68b11db15c31a, a873ae24f1bb0d6203914e2e2b91443efd69f1514664872d1e6a12150fc39c2d06840ab5cfe852dc6d9fec593bd1c396cc8864a8dcb21bd644f2f7fc89e3b65d]",N/A,"N/A"
9a277ab0e72978f6965f3baad6cac4827a5433c18a1189e700f037453532d85a19a473319b9c856bdbdd7d7a30538992808afb96d525ac648dafc3c7019e2cca,App,4/22/2016,14:58:22,Eastern Daylight Time,N/A,N/A,"[3f2439eecffaf44ebdb23442b55fb375e791afc4c3297141b95626687d7a47d8f73b87e206c9147c31680dcbb6e3e8124e578c88ce31d88c46565c297a7d4cf2, f76c0c9d296d283dbc1dc14403c4a98692baa188345736d0beca62552ba4227cfeff100b201f6342181ad1ff6dacc18edf43555934cafb699ad68b11db15c31a, a873ae24f1bb0d6203914e2e2b91443efd69f1514664872d1e6a12150fc39c2d06840ab5cfe852dc6d9fec593bd1c396cc8864a8dcb21bd644f2f7fc89e3b65d]",N/A,"N/A"
9a277ab0e72978f6965f3baad6cac4827a5433c18a1189e700f037453532d85a19a473319b9c856bdbdd7d7a30538992808afb96d525ac648dafc3c7019e2cca,App,4/22/2016,14:58:48,Eastern Daylight Time,N/A,N/A,"[3f2439eecffaf44ebdb23442b55fb375e791afc4c3297141b95626687d7a47d8f73b87e206c9147c31680dcbb6e3e8124e578c88ce31d88c46565c297a7d4cf2, f76c0c9d296d283dbc1dc14403c4a98692baa188345736d0beca62552ba4227cfeff100b201f6342181ad1ff6dacc18edf43555934cafb699ad68b11db15c31a, a873ae24f1bb0d6203914e2e2b91443efd69f1514664872d1e6a12150fc39c2d06840ab5cfe852dc6d9fec593bd1c396cc8864a8dcb21bd644f2f7fc89e3b65d]",N/A,"N/A"
