27f41e6fd4b70df1d1aac23cb0364fe2fb4b1e24b902d54deea48ae6d510aa672def16dc34077e498e19d118c946afadb3142e3f8d83af8445f92bf040f47cb1,Chrome|Opera,4/26/2016,16:50:49,Eastern Daylight Time,728,N/A,"[N/A, 4eea2aa4422ad1cae2ef74234e455e7e9a02c1dc7f5694aa50a855485504e1db2c54a5880b424603c1fbb9e0a4500a2c40e36c1d22e39c1f88b7c025f8709920, 3f2439eecffaf44ebdb23442b55fb375e791afc4c3297141b95626687d7a47d8f73b87e206c9147c31680dcbb6e3e8124e578c88ce31d88c46565c297a7d4cf2, 85e8a7275826757b28e5ec4a71534d6d12d04fc6df4a25ecf51679c6bd4184251a38db5135214fa414c6e368af96a148cd3259f84badd2a7daacfa585a582277]",40cd67976fa57d6ddc849e372d4824f0e63f43613e4b6558f85221eeabcbb3cfcb75da7a304d74e6eb753a83c6c19160a03ed2b65419c80794c7d6619ca2ec24,"[errorception.com, googletagmanager.com, kissmetrics.com, hotjar.com, google-analytics.com, doubleclick.net]"
27f41e6fd4b70df1d1aac23cb0364fe2fb4b1e24b902d54deea48ae6d510aa672def16dc34077e498e19d118c946afadb3142e3f8d83af8445f92bf040f47cb1,Chrome|Opera,4/26/2016,16:51:44,Eastern Daylight Time,790,N/A,"[aab524aff59411ff775d865dd11ec73dd411c02f33f3b73de176e04ccbbd84dd7afa09bda8e6308294c1a36032fc025503243d0a171c15c6fac7a6807b2d9ceb, 6a44a576ef6083e3487c5119bbfc59f86c8a3e5181cd45c04cca9527a7a577e015515df7e41b27fc2cb57019edda17014eab6fafedddb8b48187b14d0d23d42a, d2acb9a66dc8adf6a90035a172d16bf42d05dbeef6d5b9a3e97df07018c0984b1b34d4a5de04a85b123d8e79163dec74c6863318bf9f209a8debe687d46260b3, debb3868c3283e0e128d4b6d7637af0e636744d3b19a0cbff9abf8a32d699a06f14ff9b93bda82c935fbfe033249a2820d446d0d96d9b2eab196491fe2284a51]",N/A,"[fonts.googleapis.com]"
27f41e6fd4b70df1d1aac23cb0364fe2fb4b1e24b902d54deea48ae6d510aa672def16dc34077e498e19d118c946afadb3142e3f8d83af8445f92bf040f47cb1,Chrome|Opera,4/26/2016,16:51:58,Eastern Daylight Time,790,N/A,"[N/A, c9d9f06d5e24609ca4ef4dfdf66dc5b5991774c66d710840b289f1ffb7c81449baab615e9c05cf294bc444e6bba47eea5e62f94d6122a90e67d13d9e584c0f96, 3f2439eecffaf44ebdb23442b55fb375e791afc4c3297141b95626687d7a47d8f73b87e206c9147c31680dcbb6e3e8124e578c88ce31d88c46565c297a7d4cf2, a853ebbe735097ca95fc9ccbfea23c32b7b869309da48177f5f7e3e0b325f3fab6c809921e4a2d47937ff1ac1ead5edfb86af9077c7cd8ef92c7c0b0128b0f82]",a96abb6896c66a0eeab1894ec3fc4c24dd90987f8f5f13155dfee1378685eb157535dd625e758c707fe9764a1c2b3374f45335ba968f92ade6d39fd8e0b3c75f,"[youtube.com, googleadservices.com, ggpht.com, dmtry.com, www.googleapis.com, ajax.googleapis.com, doubleclick.net, googletagmanager.com, fonts.googleapis.com, rgc-deps.appspot.com, ytimg.com, maps.googleapis.com, googleusercontent.com, khms0.googleapis.com, mt.googleapis.com, storage.googleapis.com, cbks0.googleapis.com, content.googleapis.com, gstatic.com, google-analytics.com, google.com, khms1.googleapis.com]"
27f41e6fd4b70df1d1aac23cb0364fe2fb4b1e24b902d54deea48ae6d510aa672def16dc34077e498e19d118c946afadb3142e3f8d83af8445f92bf040f47cb1,Chrome|Opera,4/26/2016,16:51:59,Eastern Daylight Time,790,"[N/A, c9d9f06d5e24609ca4ef4dfdf66dc5b5991774c66d710840b289f1ffb7c81449baab615e9c05cf294bc444e6bba47eea5e62f94d6122a90e67d13d9e584c0f96, 3f2439eecffaf44ebdb23442b55fb375e791afc4c3297141b95626687d7a47d8f73b87e206c9147c31680dcbb6e3e8124e578c88ce31d88c46565c297a7d4cf2, N/A]","[93446ab530c92bca2e1243df2fd12646ec9cb8969056831960f7ffa1b0182e6401be945a58718e954b4f1c4bdde2641b79f526e7b4948d25178bf2d715dca186, 6a44a576ef6083e3487c5119bbfc59f86c8a3e5181cd45c04cca9527a7a577e015515df7e41b27fc2cb57019edda17014eab6fafedddb8b48187b14d0d23d42a, d2acb9a66dc8adf6a90035a172d16bf42d05dbeef6d5b9a3e97df07018c0984b1b34d4a5de04a85b123d8e79163dec74c6863318bf9f209a8debe687d46260b3, cfe8a5dbd8f746f28fc8f3ac166c3d027397d2f226e3fe2b34caf21c25c99702a7bf18016a27e0f346de8d3a5e38f94a48a9cbb5e9a66a63ac524a6adc7560c3]",b6c179af5b24913cdc99f7dd05bd3209fd9b6b6428d94a2d7a18b3fe047c084a6c5ed18da05063c0a739d4fd648c675eae7ec015a8268e0cd78b120de8b94a2e,"[typekit.net, fonts.googleapis.com, google-analytics.com]"
27f41e6fd4b70df1d1aac23cb0364fe2fb4b1e24b902d54deea48ae6d510aa672def16dc34077e498e19d118c946afadb3142e3f8d83af8445f92bf040f47cb1,Chrome|Opera,4/26/2016,16:52:02,Eastern Daylight Time,790,"[93446ab530c92bca2e1243df2fd12646ec9cb8969056831960f7ffa1b0182e6401be945a58718e954b4f1c4bdde2641b79f526e7b4948d25178bf2d715dca186, 6a44a576ef6083e3487c5119bbfc59f86c8a3e5181cd45c04cca9527a7a577e015515df7e41b27fc2cb57019edda17014eab6fafedddb8b48187b14d0d23d42a, d2acb9a66dc8adf6a90035a172d16bf42d05dbeef6d5b9a3e97df07018c0984b1b34d4a5de04a85b123d8e79163dec74c6863318bf9f209a8debe687d46260b3, cfe8a5dbd8f746f28fc8f3ac166c3d027397d2f226e3fe2b34caf21c25c99702a7bf18016a27e0f346de8d3a5e38f94a48a9cbb5e9a66a63ac524a6adc7560c3]","[93446ab530c92bca2e1243df2fd12646ec9cb8969056831960f7ffa1b0182e6401be945a58718e954b4f1c4bdde2641b79f526e7b4948d25178bf2d715dca186, 6a44a576ef6083e3487c5119bbfc59f86c8a3e5181cd45c04cca9527a7a577e015515df7e41b27fc2cb57019edda17014eab6fafedddb8b48187b14d0d23d42a, d2acb9a66dc8adf6a90035a172d16bf42d05dbeef6d5b9a3e97df07018c0984b1b34d4a5de04a85b123d8e79163dec74c6863318bf9f209a8debe687d46260b3, cfe8a5dbd8f746f28fc8f3ac166c3d027397d2f226e3fe2b34caf21c25c99702a7bf18016a27e0f346de8d3a5e38f94a48a9cbb5e9a66a63ac524a6adc7560c3]",b6c179af5b24913cdc99f7dd05bd3209fd9b6b6428d94a2d7a18b3fe047c084a6c5ed18da05063c0a739d4fd648c675eae7ec015a8268e0cd78b120de8b94a2e,"[typekit.net, fonts.googleapis.com, google-analytics.com]"
27f41e6fd4b70df1d1aac23cb0364fe2fb4b1e24b902d54deea48ae6d510aa672def16dc34077e498e19d118c946afadb3142e3f8d83af8445f92bf040f47cb1,Chrome|Opera,4/26/2016,16:52:14,Eastern Daylight Time,790,"[93446ab530c92bca2e1243df2fd12646ec9cb8969056831960f7ffa1b0182e6401be945a58718e954b4f1c4bdde2641b79f526e7b4948d25178bf2d715dca186, 6a44a576ef6083e3487c5119bbfc59f86c8a3e5181cd45c04cca9527a7a577e015515df7e41b27fc2cb57019edda17014eab6fafedddb8b48187b14d0d23d42a, d2acb9a66dc8adf6a90035a172d16bf42d05dbeef6d5b9a3e97df07018c0984b1b34d4a5de04a85b123d8e79163dec74c6863318bf9f209a8debe687d46260b3, cfe8a5dbd8f746f28fc8f3ac166c3d027397d2f226e3fe2b34caf21c25c99702a7bf18016a27e0f346de8d3a5e38f94a48a9cbb5e9a66a63ac524a6adc7560c3]","[93446ab530c92bca2e1243df2fd12646ec9cb8969056831960f7ffa1b0182e6401be945a58718e954b4f1c4bdde2641b79f526e7b4948d25178bf2d715dca186, 6a44a576ef6083e3487c5119bbfc59f86c8a3e5181cd45c04cca9527a7a577e015515df7e41b27fc2cb57019edda17014eab6fafedddb8b48187b14d0d23d42a, d2acb9a66dc8adf6a90035a172d16bf42d05dbeef6d5b9a3e97df07018c0984b1b34d4a5de04a85b123d8e79163dec74c6863318bf9f209a8debe687d46260b3, cfe8a5dbd8f746f28fc8f3ac166c3d027397d2f226e3fe2b34caf21c25c99702a7bf18016a27e0f346de8d3a5e38f94a48a9cbb5e9a66a63ac524a6adc7560c3]",b6c179af5b24913cdc99f7dd05bd3209fd9b6b6428d94a2d7a18b3fe047c084a6c5ed18da05063c0a739d4fd648c675eae7ec015a8268e0cd78b120de8b94a2e,"[typekit.net, fonts.googleapis.com, google-analytics.com]"
27f41e6fd4b70df1d1aac23cb0364fe2fb4b1e24b902d54deea48ae6d510aa672def16dc34077e498e19d118c946afadb3142e3f8d83af8445f92bf040f47cb1,Chrome|Opera,4/26/2016,16:52:16,Eastern Daylight Time,818,"[93446ab530c92bca2e1243df2fd12646ec9cb8969056831960f7ffa1b0182e6401be945a58718e954b4f1c4bdde2641b79f526e7b4948d25178bf2d715dca186, 6a44a576ef6083e3487c5119bbfc59f86c8a3e5181cd45c04cca9527a7a577e015515df7e41b27fc2cb57019edda17014eab6fafedddb8b48187b14d0d23d42a, d2acb9a66dc8adf6a90035a172d16bf42d05dbeef6d5b9a3e97df07018c0984b1b34d4a5de04a85b123d8e79163dec74c6863318bf9f209a8debe687d46260b3, cfe8a5dbd8f746f28fc8f3ac166c3d027397d2f226e3fe2b34caf21c25c99702a7bf18016a27e0f346de8d3a5e38f94a48a9cbb5e9a66a63ac524a6adc7560c3]","[N/A, 1eb0453d4bbcb2ab3fb02b676694014793a328379d493529281ff1d6215761ab1f0c370327667aa2cc0bf6827013c21683919d9629d92d69716cdfb8d5bdcd42, d2acb9a66dc8adf6a90035a172d16bf42d05dbeef6d5b9a3e97df07018c0984b1b34d4a5de04a85b123d8e79163dec74c6863318bf9f209a8debe687d46260b3, 86f0b76107253d53854d0aac8123093ccdf48d0bfc6587ccf99ae18b317b2e13ec811131e4c901375504d2c590ca23386220d4cd3ec2bbb08fc21bd42d1827c2]",cdeb944637a41581fa50587969a50fa99a5af9b6bc2f4161cec91dcb4109240ea39f8fb775dc37ad772cbae733ba8e382a7965cf20a974b24c8afd3a3a061d7f,"[www.googleapis.com, ajax.googleapis.com, doubleclick.net, typography.com, google.com, facebook.com, facebook.net, jquery.com, google-analytics.com]"
27f41e6fd4b70df1d1aac23cb0364fe2fb4b1e24b902d54deea48ae6d510aa672def16dc34077e498e19d118c946afadb3142e3f8d83af8445f92bf040f47cb1,Chrome|Opera,4/26/2016,16:52:23,Eastern Daylight Time,822,"[93446ab530c92bca2e1243df2fd12646ec9cb8969056831960f7ffa1b0182e6401be945a58718e954b4f1c4bdde2641b79f526e7b4948d25178bf2d715dca186, 6a44a576ef6083e3487c5119bbfc59f86c8a3e5181cd45c04cca9527a7a577e015515df7e41b27fc2cb57019edda17014eab6fafedddb8b48187b14d0d23d42a, d2acb9a66dc8adf6a90035a172d16bf42d05dbeef6d5b9a3e97df07018c0984b1b34d4a5de04a85b123d8e79163dec74c6863318bf9f209a8debe687d46260b3, cfe8a5dbd8f746f28fc8f3ac166c3d027397d2f226e3fe2b34caf21c25c99702a7bf18016a27e0f346de8d3a5e38f94a48a9cbb5e9a66a63ac524a6adc7560c3]","[2c22abc4907e8dffe6a593aa495f870db975328b1691a2441fc7c9b6df22dbe2620862258eea8e6632f39101a7ee5e2bd20b1e6654ad9d527e8c90dc4a1e266a, 6a44a576ef6083e3487c5119bbfc59f86c8a3e5181cd45c04cca9527a7a577e015515df7e41b27fc2cb57019edda17014eab6fafedddb8b48187b14d0d23d42a, d2acb9a66dc8adf6a90035a172d16bf42d05dbeef6d5b9a3e97df07018c0984b1b34d4a5de04a85b123d8e79163dec74c6863318bf9f209a8debe687d46260b3, N/A]",1be4a762f8d8db417fa81bc5d332d9852e87f5bffbc769658c6d597d121b867f8c0dc1b5ebb11b119c918c2558b3033981b3d9d17a63584e4072713b44f68bea,"N/A"
27f41e6fd4b70df1d1aac23cb0364fe2fb4b1e24b902d54deea48ae6d510aa672def16dc34077e498e19d118c946afadb3142e3f8d83af8445f92bf040f47cb1,Chrome|Opera,4/26/2016,16:52:26,Eastern Daylight Time,822,"[2c22abc4907e8dffe6a593aa495f870db975328b1691a2441fc7c9b6df22dbe2620862258eea8e6632f39101a7ee5e2bd20b1e6654ad9d527e8c90dc4a1e266a, 6a44a576ef6083e3487c5119bbfc59f86c8a3e5181cd45c04cca9527a7a577e015515df7e41b27fc2cb57019edda17014eab6fafedddb8b48187b14d0d23d42a, d2acb9a66dc8adf6a90035a172d16bf42d05dbeef6d5b9a3e97df07018c0984b1b34d4a5de04a85b123d8e79163dec74c6863318bf9f209a8debe687d46260b3, N/A]","[2c22abc4907e8dffe6a593aa495f870db975328b1691a2441fc7c9b6df22dbe2620862258eea8e6632f39101a7ee5e2bd20b1e6654ad9d527e8c90dc4a1e266a, 6a44a576ef6083e3487c5119bbfc59f86c8a3e5181cd45c04cca9527a7a577e015515df7e41b27fc2cb57019edda17014eab6fafedddb8b48187b14d0d23d42a, d2acb9a66dc8adf6a90035a172d16bf42d05dbeef6d5b9a3e97df07018c0984b1b34d4a5de04a85b123d8e79163dec74c6863318bf9f209a8debe687d46260b3, 7095444d9282d0978c05b39e117fa53ac239380b1a1f55ae7a00e6acc351673de4ecfc1441065ef9152484ad4eea45307505d7220e9edf46240f803f1772cbfe]",17a7194ddad1ecd5e0daee567666c6ce8b3903b503ef8bb8c118c616ce26cf439f495447c9f4e39198ca4dc49ac2b27c1cf72ffdaa14edb12e6c10a47376a977,"N/A"
27f41e6fd4b70df1d1aac23cb0364fe2fb4b1e24b902d54deea48ae6d510aa672def16dc34077e498e19d118c946afadb3142e3f8d83af8445f92bf040f47cb1,Chrome|Opera,4/26/2016,16:54:02,Eastern Daylight Time,826,"[27f075fe856c1a6c82ad678f6d3395785b8fbd64ef0c599bc6400bee324ae404f250bd5f04439a169aeab99d592a0476230383cbc461b4e0fc31a9c583ef7e14, c9d9f06d5e24609ca4ef4dfdf66dc5b5991774c66d710840b289f1ffb7c81449baab615e9c05cf294bc444e6bba47eea5e62f94d6122a90e67d13d9e584c0f96, 3f2439eecffaf44ebdb23442b55fb375e791afc4c3297141b95626687d7a47d8f73b87e206c9147c31680dcbb6e3e8124e578c88ce31d88c46565c297a7d4cf2, 87dbfe0ecd207cbb8db6969729e8ac38e69b70ecb2fcaa96c9c39bf057dd3fe31ecc2f0b706078d4e9ddb88c21378cf021326d5396c0dc80b92aa15467e4a5c5]","[5ce620f42e84f55904a2eea842a73c7d369b4125b3da0bcb759fc9ac1dbac1bd67b9bd7b14dfcb99ca921035a80c669c82c9897b2eae375f1621d1ceac7f5321, c9d9f06d5e24609ca4ef4dfdf66dc5b5991774c66d710840b289f1ffb7c81449baab615e9c05cf294bc444e6bba47eea5e62f94d6122a90e67d13d9e584c0f96, 3f2439eecffaf44ebdb23442b55fb375e791afc4c3297141b95626687d7a47d8f73b87e206c9147c31680dcbb6e3e8124e578c88ce31d88c46565c297a7d4cf2, 568c2fc3ccc42a46702525b66190a57610a97cb62b549adb802b132929d3dcbdc7bf1c5a2c78b40ad5b076e99da5a3f43df668ad4a6f21526b59028ff082c249]",89a37e575d71a99b0da7391c2131274848c547e9515347bcbd7c6fbfb568429b7966ba4f3a23a6ad66096fd28067b34740efd3128ed9b4a5fef926c41b554000,"[googleusercontent.com, ajax.googleapis.com, fonts.googleapis.com, content.googleapis.com, gstatic.com]"
