fa9b6ab3ff71ecbf11e9ccdf8603c985e018e0e0f96218ee1d17ce1f8182e947d58ebc23ce6066e2bc9cd05a7ba892abb8a8992bb34fa6304075a8a02b6b3720,Chrome,5/12/2016,9:38:00,N/A,N/A,N/A,"[N/A, 5238c8f9bb1339985a744f530fc9c96e66a6c1b4d0be243c3838732b9f75ba07f9afd25737068212a50fccde400291038bcc17d183b081dc00dd0932e958dd09, 3f2439eecffaf44ebdb23442b55fb375e791afc4c3297141b95626687d7a47d8f73b87e206c9147c31680dcbb6e3e8124e578c88ce31d88c46565c297a7d4cf2, N/A]",2ff5d1427bc1e4323cd09da560ac09f20e35d2246a4551489cc6b3d47aea44b2c299a9aee0296aa2245e0f08a1456b636ecfe81d582024e933e70d4a155763fd,"[yahoo.com, adnxs.com, contextweb.com, bidswitch.net, ajax.googleapis.com, adroll.com, adsrvr.org, scorecardresearch.com, maps.googleapis.com, rlcdn.com, twitter.com, yelpcdn.com, openx.net, facebook.net, facebook.com, google.com, google-analytics.com, imrworldwide.com, quantserve.com, doubleclick.net]"
N/A,Chrome,5/12/2016,9:38:00,N/A,N/A,N/A,"[N/A, 5238c8f9bb1339985a744f530fc9c96e66a6c1b4d0be243c3838732b9f75ba07f9afd25737068212a50fccde400291038bcc17d183b081dc00dd0932e958dd09, 3f2439eecffaf44ebdb23442b55fb375e791afc4c3297141b95626687d7a47d8f73b87e206c9147c31680dcbb6e3e8124e578c88ce31d88c46565c297a7d4cf2, N/A]",659a08abd5c7552350fef4eae0acb94fb7af42ca385b5cb99b28dd7f33b49af25b6d94d60504aea9bc93fb339b7cbfeb9dfd878af42d7631053b3f0670195769,"[yahoo.com, adnxs.com, contextweb.com, bidswitch.net, ajax.googleapis.com, adroll.com, adsrvr.org, scorecardresearch.com, maps.googleapis.com, rlcdn.com, twitter.com, yelpcdn.com, openx.net, facebook.net, facebook.com, google.com, google-analytics.com, imrworldwide.com, quantserve.com, doubleclick.net]"
N/A,Chrome,5/12/2016,9:37:00,N/A,N/A,N/A,"[N/A, 5238c8f9bb1339985a744f530fc9c96e66a6c1b4d0be243c3838732b9f75ba07f9afd25737068212a50fccde400291038bcc17d183b081dc00dd0932e958dd09, 3f2439eecffaf44ebdb23442b55fb375e791afc4c3297141b95626687d7a47d8f73b87e206c9147c31680dcbb6e3e8124e578c88ce31d88c46565c297a7d4cf2, N/A]",6d7794d1abe2c2746bb430a148a4db2c4331073d0df105d89e9b619846d33b26a25d88e4b7110b553b81f085540cb1269b735772edea9ba814b9136647af0e0c,"[yahoo.com, adnxs.com, contextweb.com, bidswitch.net, ajax.googleapis.com, adroll.com, adsrvr.org, scorecardresearch.com, maps.googleapis.com, rlcdn.com, twitter.com, yelpcdn.com, openx.net, facebook.net, facebook.com, google.com, google-analytics.com, imrworldwide.com, quantserve.com, doubleclick.net]"
N/A,Chrome,5/9/2016,18:44:00,N/A,N/A,N/A,"[N/A, f9cb37e2d9144c9ba840393e4fc0561aaf8b53a4f2b5b453fb86f6160cfb153205e2df0bfd9b1d5644392553204ee6fb3a55bc055f122717aea3b610530cfbd9, 3f2439eecffaf44ebdb23442b55fb375e791afc4c3297141b95626687d7a47d8f73b87e206c9147c31680dcbb6e3e8124e578c88ce31d88c46565c297a7d4cf2, N/A]",5d3e133bdf8b9cb4ed7cd9485f73eaa4a6f5dc7768b1bf214c09f13b9b55b02d0aab82b9d11d23baf5c2e9fd10355a0073250f47f0996c0ef08f966229997bc8,"[doubleclick.net, akamaihd.net, sambotestet.nu, fbcdn.net, atdmt.com, facebook.net, google-analytics.com]"
N/A,Chrome,5/9/2016,18:39:00,N/A,N/A,N/A,"[9d6e3842945b3118b6a5c8ee888b619ce41835d6ed413bbeacf89bafa5aa110be54779e825d789a9eadd4e392b57b54ff8d7ff385c9ebb40b37974b571f4929a, 6a44a576ef6083e3487c5119bbfc59f86c8a3e5181cd45c04cca9527a7a577e015515df7e41b27fc2cb57019edda17014eab6fafedddb8b48187b14d0d23d42a, d2acb9a66dc8adf6a90035a172d16bf42d05dbeef6d5b9a3e97df07018c0984b1b34d4a5de04a85b123d8e79163dec74c6863318bf9f209a8debe687d46260b3, N/A]",7ead08ec9f0386ffc8867d51027f1f0dc02bbac26f6b6b7af707d891ac4581dd04391389468bd860cdbf353fa7129d304baa507e18b8f12889590ae501d7e51e,"[fonts.googleapis.com, google-analytics.com]"
N/A,Chrome,5/9/2016,18:38:00,N/A,N/A,N/A,"[9d6e3842945b3118b6a5c8ee888b619ce41835d6ed413bbeacf89bafa5aa110be54779e825d789a9eadd4e392b57b54ff8d7ff385c9ebb40b37974b571f4929a, 6a44a576ef6083e3487c5119bbfc59f86c8a3e5181cd45c04cca9527a7a577e015515df7e41b27fc2cb57019edda17014eab6fafedddb8b48187b14d0d23d42a, d2acb9a66dc8adf6a90035a172d16bf42d05dbeef6d5b9a3e97df07018c0984b1b34d4a5de04a85b123d8e79163dec74c6863318bf9f209a8debe687d46260b3, N/A]",7ead08ec9f0386ffc8867d51027f1f0dc02bbac26f6b6b7af707d891ac4581dd04391389468bd860cdbf353fa7129d304baa507e18b8f12889590ae501d7e51e,"[fonts.googleapis.com, google-analytics.com]"
N/A,Chrome,5/9/2016,18:37:00,N/A,N/A,N/A,"[9d6e3842945b3118b6a5c8ee888b619ce41835d6ed413bbeacf89bafa5aa110be54779e825d789a9eadd4e392b57b54ff8d7ff385c9ebb40b37974b571f4929a, 6a44a576ef6083e3487c5119bbfc59f86c8a3e5181cd45c04cca9527a7a577e015515df7e41b27fc2cb57019edda17014eab6fafedddb8b48187b14d0d23d42a, d2acb9a66dc8adf6a90035a172d16bf42d05dbeef6d5b9a3e97df07018c0984b1b34d4a5de04a85b123d8e79163dec74c6863318bf9f209a8debe687d46260b3, N/A]",7ead08ec9f0386ffc8867d51027f1f0dc02bbac26f6b6b7af707d891ac4581dd04391389468bd860cdbf353fa7129d304baa507e18b8f12889590ae501d7e51e,"[fonts.googleapis.com, google-analytics.com]"
N/A,Chrome,5/9/2016,16:22:00,N/A,N/A,N/A,"[N/A, f9cb37e2d9144c9ba840393e4fc0561aaf8b53a4f2b5b453fb86f6160cfb153205e2df0bfd9b1d5644392553204ee6fb3a55bc055f122717aea3b610530cfbd9, 3f2439eecffaf44ebdb23442b55fb375e791afc4c3297141b95626687d7a47d8f73b87e206c9147c31680dcbb6e3e8124e578c88ce31d88c46565c297a7d4cf2, N/A]",44c499dc97cbfc05fb27141005dd5cd5b5bd570ecf3f679d2132f7df562ae5117fc0379199bc68617fa2dfe3a02eac81bd2eb520c9e0dd01943a39a252a3183c,"[doubleclick.net, akamaihd.net, sambotestet.nu, fbcdn.net, atdmt.com, facebook.net, google-analytics.com]"
N/A,Chrome,5/9/2016,16:17:00,N/A,N/A,N/A,"[N/A, ae63ae218894f4ea3865d0a0fbeb0a3bc6f6db10165aba46d37d65c8a49630b38694ddfbcb875f3d42f7ab406fe4c77bfafd6a9996207156b26adbaf42e6d68a, 3f2439eecffaf44ebdb23442b55fb375e791afc4c3297141b95626687d7a47d8f73b87e206c9147c31680dcbb6e3e8124e578c88ce31d88c46565c297a7d4cf2, N/A]",9c7fda8180209106688c1ec16a4c1b0563abde76657ab94cad2ed717d122ff119b3cf9e977fe3fa867b2fae7904c2717a94872151dddae90882ac7510affe274,"[nanigans.com, nr-data.net, doubleclick.net, sailthru.com, googletagmanager.com, google.com, googleadservices.com, marinsm.com, facebook.com, google-analytics.com, rtrcdn.com]"
N/A,Chrome,5/9/2016,14:51:00,N/A,N/A,N/A,"[N/A, f9cb37e2d9144c9ba840393e4fc0561aaf8b53a4f2b5b453fb86f6160cfb153205e2df0bfd9b1d5644392553204ee6fb3a55bc055f122717aea3b610530cfbd9, 3f2439eecffaf44ebdb23442b55fb375e791afc4c3297141b95626687d7a47d8f73b87e206c9147c31680dcbb6e3e8124e578c88ce31d88c46565c297a7d4cf2, N/A]",aa23f5e0169a30ba0bcfd4193999d1af8f26dfa354185cf0061991611d3e75dced39e12a7cd21dc1ef5241d3266727b590fe86c395433beb8785f01a645c8e1d,"[doubleclick.net, akamaihd.net, sambotestet.nu, fbcdn.net, atdmt.com, facebook.net, google-analytics.com]"
